Altitude,Catchment area,Catchment height,Absorbance Coefficient,Ammonia,Cloud Cover,Dissolved Oxygen Saturation,Dissolved Reactive Phosphate,E Coli,Electrical Conductivity,Nitrate + Nitrite,Ring Temp,Total Nitrogen,Total Phosphate,Turbidity,Water Temp,pH
10,12429,383,4.2,4,8,92.7,21.1,73.8,159,259,-15.30490118,463,47,2.7,19.2,7.65
10,305,248,8.2,72,8,100,4.3,2419.2,191,550,15.60769041,986,59,6.5,17.4,7.36
10,1127,202,6.1,4,8,92,40.7,2419.2,101.4,840,-15.66141756,974,70,3.5,16.8,7.33
376,166,1049,1,2,0,100.1,2.8,0,110.9,26,14.91576347,59,4,0.25,10.8,8.03
91,16548,902,5.6,5,1,96.3,4.6,290.9,75.8,47,15.66141756,198,22,6,14.6,7.63
80,304,413,6.9,5,1,96.6,7.3,224.7,59.6,172,15.69872606,299,17,1,15.5,7.13
349,3305,655,0.5,2,7,102.3,1.2,0,120,1,15.59647396,65,4,0.22,17.5,8.01
10,2822,201,9.6,11,3,88.7,18,1203.3,121.9,431,-15.46609194,663,76,7,18.4,7.25
305,4453,973,0.5,1,1,104.4,0.3,6.3,73,24,15.6920362,63,1,0.45,15.2,8.05
76,1750,613,2.6,5,3,103.9,1.9,35.9,135,95,15.68853084,163,4,0.37,15.1,8.09
15,8431,486,3.3,29,3,99.6,15,51.2,161,172,-15.20789269,458,32,1.2,19.6,7.58
305,4302,1043,0.6,12,0,101.4,1.1,6.3,67,21,15.64608577,68,14,2.2,14.4,7.82
205,509,528,7.6,8,6,101.8,22.7,290.9,77.7,60,-15.65407295,222,54,1.5,14.5,7.81
185,1144,599,2.6,6,4,103.1,21.7,55.4,90.6,1063,15.60769041,1130,29,0.8,14,7.8
320,1079,1200,1.4,3,0,102.9,0.5,19.9,106.4,23,14.91576347,67,70,27,10.8,7.91
244,2387,1034,0.7,1,0,97.5,1.5,37.9,75.7,94,15.04127654,119,3,1.9,11.2,7.7
183,1404,888,1.5,2,4,99.8,1.1,19.9,56.4,22,-15.66141756,74,2,0.3,14.6,7.63
442,1060,976,1.2,2,1,102.3,0.4,4.1,78,2,-15.18189712,42,2,0.45,11.7,7.93
655,521,1422,0.5,1,0,100.6,2.7,3.1,48.3,4,-14.29125607,34,4,0.4,9.2,7.58
15,6309,736,4.5,3,1,102.8,0.8,12.2,73.3,33,15.6971335,152,5,0.4,16,7.61
320,414,455,0.7,0,0,109.5,2.1,1,507,1,15.46609194,102,7,0.4,18.4,7.92
60,2525,648,1.3,2,2,101.2,3,66.9,102,445,15.53061493,501,7,0.95,13.4,7.84
171,642,774,7.5,3,4,102.9,1.5,6.3,55.9,5,-15.69872606,75,3,1,15.5,7.57
6,914,374,3.6,22,0,89.8,47.1,45,275,412,15.6920362,523,66,1.5,16.2,7.28
20,3827,485,6.3,4,1,107.4,2,55.6,63,78,15.62817968,172,5,0.6,17.2,7.53
3,2818,482,2.2,15,1,108.4,10.9,27.5,100,462,-15.65407295,584,28,1,16.9,7.08
76,3076,854,0.7,1,2,104.2,1.6,13.2,77.3,204,-15.68853084,232,3,2,16.3,7.75
3,3494,847,0.7,3,0,102.8,3.8,10.9,62.1,26,-15.57209042,76,5,0.65,17.7,7.53
238,458,1020,4.7,8,4,98.4,1,48.8,44.2,58,-15.64608577,234,11,2,14.4,7.47
180,406,627,3.8,1,3,98.7,6.7,93.3,88.8,773,15.42984122,891,12,1.2,12.8,7.7
4,2373,542,3.5,1,4,97.6,2.5,98.7,77.2,185,-15.6681205,325,7,1.3,14.7,7.58
5,11909,956,0.7,1,8,101.1,0.3,41.3,64.1,25,15.68853084,70,2,1.5,15.1,7.87
250,9741,1047,0.4,2,8,100.7,0.2,2,59.5,1,-15.69872606,50,3,1,15.5,7.87
198,896,695,2.7,1,8,98,5.9,32.8,80.6,4,-15.6681205,124,12,0.49,14.7,7.57
53,1027,1009,0.7,5,0,97.8,0.8,0,89.1,26,-14.38054241,39,1,0.45,9.4,7.68
363,786,1005,1.5,14,8,99.3,9.9,85,61.2,18,15.51547615,262,121,47,13.3,7.35
425,293,622,10.8,17,6,101.8,13.1,3873,61.1,201,15.6920362,837,349,95,15.2,7.32
131,2139,553,9.4,16,8,95.3,7.9,1850,109.2,124,15.69490363,930,199,50,16.1,7.59
457,30.5,722,8.2,13,8,98.6,11.1,866.4,96.4,328,15.7,588,50,20,15.7,7.76
55,1571,385,13,34,3,94.2,14.2,7701,280,352,15.23318745,915,557,620,19.5,8.08
15,270,107,24.1,32,0,87.6,23.3,150,171,283,-15.68438714,765,67,15,16.4,7.2
15,1114,257,10.3,28,5,98.3,10.1,727,97.6,523,15.6971335,930,58,26,15.4,7.4
10,82,228,34.2,25,2,86,18.9,517.2,200,133,15.6971335,774,60,6.7,16,7.2
320,19,725,2.8,14,2,98.3,7.9,42.6,70.2,203,15.127789,262,12,0.75,11.5,7.43
30,216,297,5.2,33,3,99.5,37.4,114.5,162,1823,15.6741826,2063,76,2,14.8,7.67
18,6567,423,13.4,19,3,93.7,5.7,517.2,92.2,109,15.61825855,482,59,15.7,17.3,7.51
518,2689,864,1.7,13,2,100.2,4.2,48,97.3,39,15.48321672,101,15,1.5,13.1,8.13
70,3451,746,2.4,9,4,97,3.2,150,123,42,-15.68438714,140,19,5.5,15,7.91
152,716,371,7.8,13,3,96.2,15.8,456.9,249,619,-15.67960459,884,50,4,14.9,7.94
37,3916,333,6.6,17,1,100.7,12.7,178.2,181,416,15.62817968,672,37,5,17.2,7.64
10,4846,333,6.9,64,1,94,19.4,517.2,179,431,-15.61825855,727,61,6.1,17.3,7.4
329,121,863,2.2,11,8,97.1,7.9,13.4,91.1,80,15.23318745,107,19,10,11.9,7.78
376,166,1049,0.8,3,0,100,2.5,65,113.1,15,14.24535012,46,3,0.18,9.1,8.11
76,1750,613,2.1,8,0,107.6,1.9,13.4,142,84,15.60769041,138,4,0.25,14,8.26
26,2438,342,3.8,13,8,96.6,26.5,58.1,193,540,-15.67960459,677,43,2.9,16.5,7.94
183,1404,888,1.4,3,8,99.2,2.8,8.5,57,13,-15.51547615,89,4,0.33,13.3,7.63
655,521,1422,0.3,0,6,100.5,2.9,6.3,53.5,3,-13.95170241,19,4,0.4,8.5,7.76
488,384,1108,2.3,2,8,99.2,2.9,55.6,79.9,9,-15.2577849,55,7,1.85,12,7.94
2,2001,663,9,15,8,96.7,20.7,3448,136,171,-15.67960459,588,199,117,16.5,7.96
3,3494,847,0.4,4,6,102.7,4.9,35,63.2,26,-15.6681205,52,6,0.51,16.7,7.71
11,1376,607,13.5,20,2,98.2,18,738,111.8,90,15.6920362,376,454,416,15.2,7.74
15,6309,736,1.8,1,8,100.7,1.1,6.2,75,61,-15.63745504,84,3,0.28,14.3,7.79
349,3305,655,0.3,0,3,104.5,1.3,1,120.3,1,-15.65407295,51,4,0.44,16.9,8.02
213,258,701,3.2,5,2,100.3,1,44.8,45.2,11,-15.65407295,83,4,0.54,14.5,7.39
171,642,774,1.9,5,8,105.8,0.9,24.9,68,8,15.63745504,40,1,0.39,14.3,7.85
14,8098,665,2.9,5,3,109.3,1.1,146.7,92.4,262,-15.62817968,353,11,5.06,14.2,8.56
205,509,528,2.9,6,3,104.5,17.9,14.6,83.2,31,-15.61825855,97,25,1.27,14.1,8.11
5,2150,449,2.6,7,3,107,2,14.2,98.2,960,15.65407295,1074,7,0.95,14.5,8.33
185,1144,599,1.3,2,3,101.5,20.1,30.5,97.4,1112,-15.53061493,1160,25,1.48,13.4,7.71
244,2387,1034,0.5,1,8,99.8,0.9,313,76.6,70,-15.18189712,95,2,1.36,11.7,7.78
10,605,339,5.1,5,8,93.8,4.4,198.9,102.7,193,15.62817968,253,7,0.98,14.2,7.14
15,5139,470,3.6,25,7,92.6,4.5,686.7,122.1,1455,-15.15519713,1680,20,3.11,11.6,7.25
200,87,576,3,3,8,102.1,3.6,1,73.1,28,15.34926708,73,4,0.36,12.4,7.61
442,1060,976,1,0,8,101.3,1.1,59.4,77.2,1,-15.30490118,31,3,0.64,12.2,7.87
220,1139,694,1.9,6,1,96,2.9,39.3,73.9,1193,15.23318745,1255,3,0.62,11.9,7.04
320,1040,820,2.3,10,6,99.2,9.9,41.3,95,308,-15.18189712,357,18,6.67,11.7,7.65
259,787,787,1.2,9,7,108.5,4,127.4,64.4,367,14.74211654,476,14,1.65,10.3,7.34
60,2525,648,0.9,8,8,100.9,1.4,185,104.2,468,15.51547615,511,3,0.81,13.3,7.98
17,2368,322,4.8,6,8,113.1,12.2,35.4,171,268,-15.69490363,459,34,6.44,15.3,7.83
15,2371,732,5.3,10,0,97.9,19.4,38.9,139,665,-15.6741826,748,84,50.6,14.8,7.93
85,640,351,4,9,8,113.6,5.6,59.1,166,374,-15.6741826,510,13,1.62,14.8,7.81
76,3076,854,0.3,5,8,100.3,0.7,387.3,77.6,175,15.55892027,184,2,1.84,13.6,7.88
9,20582,790,1.2,1,4,109.2,1.5,307.6,77.8,35,-15.62817968,91,6,1.34,14.2,7.92
268,78,829,2.4,3,7,104.8,2.5,3.1,62.5,16,-15.39090641,48,3,0.35,12.6,7.66
6,914,374,5,57,7,82.2,58.5,13.1,350,413,-15.68438714,638,91,3.48,16.4,7.31
3,2818,482,1.8,10,7,108.5,16.8,116.9,113.2,468,-15.69968153,629,35,1.34,15.6,7.06
320,2423,690,10.1,3,8,97.7,15.1,120.1,72.6,58,-14.42393844,289,35,3.59,9.5,7.67
220,151,672,11.7,9,8,95.2,5,325.5,51,5,13.44916354,225,18,2.6,7.6,7.24
20,4716,605,9.3,9,7,102.5,7.1,95.9,90.4,41,-14.88254011,256,25,3.24,10.7,7.64
10,12429,383,4.1,7,8,91.9,25.4,69.1,161,368,-15.58460779,520,46,2.56,17.6,7.59
10,305,248,3.7,9,8,105.8,3.9,29.5,162,364,15.69872606,422,7,0.98,15.9,7.86
10,1127,202,3.8,15,8,94.7,47.4,204.6,82.7,1028,15.69968153,1128,70,2.64,15.6,7.39
91,16548,902,0.7,7,4,97.9,0.4,7.4,78.5,28,15.57209042,75,4,0.66,13.7,7.74
15,1114,257,9,21,1,108.8,5,44.3,109.1,279,-15.68853084,517,29,2.31,15.1,7.77
30,122,237,5.5,1,7,97.6,4.4,35.9,106,5,-15.6920362,55,6,1.26,15.2,7.68
80,304,413,5.1,4,1,98.3,12.4,224.7,56.9,200,15.3274264,271,17,1.33,12.3,7.58
425,293,622,5.1,16,0,99.6,16,435.2,78.7,295,-15.46609194,433,39,16.3,13,7.66
320,19,725,2.2,5,6,99.6,10.2,16.1,71.9,33,14.84856896,115,13,0.7,10.6,7.64
10,82,228,22.3,30,8,72,9,260.2,213,91,15.6920362,459,39,4.58,15.2,7.28
30,216,297,6.3,43,2,101.7,37.7,75.4,193,1853,-15.59647396,2240,79,3.18,13.9,7.81
305,4453,973,0.4,1,2,103.4,0.7,0,67.8,19,15.6681205,45,1,0.56,14.7,7.95
10,2822,201,9.2,23,2,50.2,17.9,235.9,129.5,551,-15.69968153,781,58,6.37,15.8,7.47
457,30.5,722,4.7,8,1,99.5,18.9,249.5,154,377,15.53061493,519,36,4.52,13.4,8.04
15,8431,486,3.4,23,2,98.4,18.6,86,158,275,15.53061493,454,34,1.43,18,7.62
305,4302,1043,0.3,14,6,104,1.8,7.3,70.1,23,15.59647396,74,6,0.46,13.9,8.06
18,6567,423,7.3,13,7,108.9,3.3,18.7,142,106,15.6920362,153,12,1.81,16.2,7.82
320,1079,1200,0.2,1,0,102.1,0.6,0,127,7,-14.84856896,21,6,0.77,10.6,7.95
21,809,231,8.7,8,7,93.2,5,187.2,130,44,-15.6681205,169,22,5.85,16.7,7.61
91,546,159,14.9,27,8,85.6,14.4,29.8,119.9,339,-15.67960459,591,62,10.7,16.5,7.18
55,1571,385,5.6,39,0,96.1,9.6,259,426,349,15.67960459,573,105,192,14.9,8.02
53,1027,1009,0.3,2,0,97.3,0.9,2,104.3,36,-14.24535012,43,1,0.73,9.1,7.76
363,786,1005,0.7,6,0,101.3,13.1,6.3,117,16,14.77836256,52,19,0.66,10.4,7.59
518,2689,864,1.8,0,0,103,4.6,30.1,125,25,-14.88254011,80,8,1.1,10.7,8.05
70,3451,746,1.7,9,1,101.3,2.2,137.6,149,8,15.42984122,62,6,1.44,12.8,8.01
131,2139,553,4.4,12,0,107.3,3.5,49.5,129,67,15.42984122,136,12,1.34,12.8,8.1
152,716,371,5.8,10,8,99.7,9.5,145,276,478,15.30490118,680,32,1.33,12.2,8.09
37,3916,333,5,2,3,112.1,6.1,77.1,219,265,15.63745504,402,16,1.92,14.3,8.02
10,4846,333,5.1,96,3,108,8,48.1,210,348,-15.64608577,606,24,3.34,14.4,7.91
238,458,1020,3.6,8,1,99.3,3.3,40.4,51.6,84,-14.94824405,287,7,1.9,10.9,7.7
180,406,627,2.5,2,1,101.4,2.6,21.3,98.9,956,-14.24535012,1074,5,0.65,9.1,7.9
4,2373,542,1.8,7,1,102.6,2.4,27.2,87.8,311,15.23318745,418,4,0.65,11.9,7.74
5,11909,956,0.5,4,0,105.6,0.7,18.9,69.3,48,15.55892027,79,2,1.32,13.6,8.22
250,9741,1047,0.5,1,0,100.2,0.6,0,60.8,3,-15.64608577,38,2,1.35,14.4,7.9
198,896,695,2.5,1,0,102.5,3.4,8.6,93.5,12,-15.53061493,85,6,0.71,13.4,7.71
329,121,863,0.9,6,0,97.3,5.3,6.3,89.9,65,13.84666025,82,7,1.63,8.3,7.73
26,2438,342,2.6,6,3,123.5,5.2,14.6,216,387,-15.54509569,502,12,0.81,13.5,8.65
488,384,1108,0.7,5,0,100.2,1.7,5.2,84.7,6,13.13506757,31,3,0.71,7.1,7.89
2,2001,663,1.2,10,0,114.7,6.2,13.5,153,98,15.62817968,151,8,1.5,14.2,8.3
15,6309,736,3.1,7,8,99.5,1.7,8.5,71.8,108,-14.77836256,142,4,0.48,10.4,7.7
320,1040,820,1.4,6,8,105,3.9,12,91.3,290,13.6821051,329,6,0.57,8,8.07
213,258,701,2.5,2,7,97.4,0.7,1,43.4,4,-15.37042615,77,3,0.35,12.5,7.27
15,2371,732,2,1,6,121.8,8.1,3.1,107.2,156,15.34926708,214,11,2.37,12.4,8.72
171,642,774,3.3,6,8,101,2.6,3.1,59.2,54,-14.24535012,75,4,0.33,9.1,7.61
14,8098,665,3.7,8,5,111.8,1.2,108.1,81.7,251,14.81384488,349,5,0.61,10.5,8.15
20,3827,485,4.8,9,8,103,3.1,37.9,67.2,186,15.28168839,259,9,1.15,12.1,7.59
5,2150,449,2.4,13,7,120.7,3.5,61.3,50.7,1004,-15.09966887,1258,15,1.4,11.4,8.53
15,5139,470,3.7,44,4,93.3,8.3,496,56.8,1398,14.24535012,1582,13,1.1,9.1,7.27
10,605,339,5.9,4,8,94.5,5.8,517.2,101.4,200,15.20789269,285,8,1.14,11.8,7.27
220,1139,694,4.6,4,8,96.1,3,195.6,36.8,500,-14.42393844,601,7,1.12,9.5,7.12
200,87,576,4,7,8,102,4,7.3,73.6,44,14.42393844,87,6,0.37,9.5,7.53
259,787,787,1.5,10,8,103.2,3.1,59.4,36.8,297,-14.46651306,350,7,1.36,9.6,7.47
11,1376,607,2,2,8,99.1,8.2,101.4,88.7,9,-15.28168839,81,24,7.49,12.1,7.72
17,2368,322,3.5,7,8,100.3,13.3,146.7,170,469,-15.30490118,584,22,1.24,12.2,7.6
85,640,351,2.9,13,8,97.8,10.1,517.2,147,590,15.34926708,687,14,1.23,12.4,7.5
9,20582,790,1.3,9,8,102.2,0.9,86.2,40.8,36,-15.04127654,116,5,0.74,11.2,7.8
268,78,829,2.8,2,8,101.1,3.7,325.5,58.9,32,14.42393844,87,6,2.8,9.5,7.5
320,2423,690,9.5,3,8,98,5.4,88.4,97.2,44,13.44916354,250,22,5.72,7.6,7.44
220,151,672,8.3,10,8,94.3,5.2,261.3,52,2,13.56760849,178,17,1.34,7.8,7.12
20,4716,605,8.5,8,8,102.7,2.5,21.8,101.8,11,14.05311354,237,16,1.44,8.7,7.6
10,12429,383,4.8,11,8,93.6,25.4,114.5,153,432,15.6920362,595,45,3.47,15.2,7.49
10,305,248,3.5,19,8,100.8,5.4,344.8,143,696,-15.59647396,778,10,1.36,13.9,7.36
10,1127,202,5,14,8,89.3,39.9,770.1,109.7,921,15.57209042,1065,65,3.28,13.7,7.12
376,166,1049,7.3,2,6,100.5,2.3,5.2,90.3,26,-13.6821051,101,10,4.77,8,7.86
15,270,107,12.1,11,8,93.4,27.2,290.9,176,336,-15.58460779,585,52,7.27,13.8,7.3
80,304,413,16.5,35,8,95.5,32.1,8664,52.1,251,15.28168839,807,166,28.6,12.1,7.08
91,16548,902,0.7,4,7,100.4,0.5,4.1,75.2,27,14.91576347,83,5,0.69,10.8,7.7
320,414,455,0.6,0,8,101.7,1.6,27.2,505,0,15.68438714,87,7,1.54,15,7.83
76,1750,613,7.4,3,7,100.8,4.9,365.4,110.9,50,-14.42393844,228,31,8.2,9.5,7.8
10,2822,201,10,35,8,90.6,21.6,499.5,142,665,-15.53061493,999,84,21.3,13.4,7.22
305,4453,973,0.3,8,6,103.7,0.5,2,70,27,-15.39090641,52,2,1.38,12.6,7.93
6,914,374,6.9,53,5,81.6,57.4,191.8,310,398,-15.69872606,628,92,7.75,15.5,7.19
15,8431,486,3.6,16,6,97.2,23.1,107.6,164,356,-15.68853084,507,37,2.62,15.1,7.44
3,2818,482,3.1,12,3,94.3,26.6,172.5,93,520,-15.37042615,610,49,3.35,12.5,6.92
305,4302,1043,0.6,16,6,102.3,1.8,78.9,72.5,22,14.88254011,101,8,2.53,10.7,7.85
320,1079,1200,1.4,1,7,103,0.5,2,113.7,10,-12.34503949,49,5,3.38,6,7.95
244,2387,1034,0.9,1,5,99.9,2.8,345,71.6,66,-13.6821051,86,7,5.1,8,7.66
183,1404,888,6.9,7,6,99.7,0.8,68.3,68.1,36,-14.33631752,116,6,1.72,9.3,7.54
442,1060,976,2.5,1,6,102.1,1.7,41,72.5,1,-13.84666025,59,6,3.27,8.3,7.72
30,122,237,11.1,3,7,96.7,5.7,228.2,128,30,-15.49967742,154,9,3.6,13.2,7.48
655,521,1422,0.6,1,6,100.9,3.6,1,48.9,9,-12.49959999,29,5,2.05,6.2,7.45
349,3305,655,0.5,0,8,101.8,1.3,6.3,118.6,0,15.64608577,55,4,0.49,14.4,7.91
60,2525,648,2,6,6,102.4,1.8,146,91.7,267,-14.38054241,327,6,3.24,9.4,7.85
10,307,151,12.1,16,6,99.8,8.1,866.4,114.9,271,-15.61825855,501,30,9.25,14.1,7.36
76,3076,854,1.1,3,5,101.6,1.6,85,75.2,162,-14.5082735,197,31,25.8,9.7,7.7
205,509,528,4.6,2,8,100.8,25.1,31,70.5,131,14.66731059,215,36,5.36,10.1,7.68
21,809,231,15.8,16,8,91.4,12.9,3448,121.9,156,-15.57209042,455,70,39.3,13.7,7.25
91,546,159,20.6,55,8,76.8,24.8,1046.2,126.3,557,15.62817968,1071,99,22.3,14.2,6.55
3,3494,847,0.8,7,3,103.2,3.5,33.6,64,24,-15.09966887,67,6,1.48,11.4,7.56
238,458,1020,3.7,7,4,98.2,0.7,46.4,48.2,112,-14.1509717,240,7,0.96,8.9,7.57
180,406,627,2.3,4,1,97.6,5.2,12.2,88.3,940,-13.44916354,1042,8,1.2,7.6,7.66
53,1027,1009,0.6,3,4,97.5,0.7,1,90.5,40,-12.10330533,56,2,0.63,5.7,7.66
4,2373,542,1.9,5,4,96,4.5,27.2,83,394,-14.29125607,487,7,0.53,9.2,7.55
5,11909,956,0.4,3,2,100.9,0.3,90.6,64.1,27,14.84856896,66,7,4.87,10.6,7.9
250,9741,1047,0.3,4,2,98.5,0.3,2,61.4,2,-14.91576347,36,9,0.46,10.8,7.82
198,896,695,1.8,4,1,106.1,3.8,3.1,89.6,3,14.97998665,96,7,1.52,11,7.85
15,1114,257,6.3,11,0,103.2,6.3,166.4,93.3,487,14.33631752,604,20,3.99,9.3,7.86
425,293,622,3.7,5,8,100,8.6,122.3,79.9,264,12.93367697,334,16,3.35,6.8,7.63
320,19,725,2.1,5,0,100.6,8.5,186,73.5,163,12.79374847,184,11,0.81,6.6,7.58
30,216,297,4.2,34,0,102.1,34.2,235.9,161,1905,14.19859148,2160,68,3.58,9,7.73
18,6567,423,7.8,16,0,98.4,7.4,191.8,99.5,399,14.46651306,503,39,22.1,9.6,7.51
457,30.5,722,3.7,3,8,102.1,10.7,161.6,152,261,-13.73790377,353,15,2.51,8.1,8.28
55,1571,385,4,5,8,97.2,6.5,120,429,142,14.33631752,269,40,43.4,9.3,8.03
363,786,1005,0.8,1,0,99.9,15.7,7.4,103.6,62,12.57497515,72,18,0.52,6.3,7.54
518,2689,864,1.9,2,8,102.4,5.7,115.3,113.8,64,11.10315271,104,9,1.04,4.6,7.9
70,3451,746,2.4,5,6,101.3,2.7,50.4,141,31,-12.93367697,103,6,2,6.8,7.87
131,2139,553,4.9,9,7,99.3,9.7,76.6,84.3,347,12.72202814,442,20,2.27,6.5,7.7
37,3916,333,4.8,10,7,101.3,7.2,109.5,192,343,-14.33631752,503,16,2.34,9.3,7.72
10,4846,333,4.8,88,3,98.9,11.7,70.3,196,387,-14.42393844,638,23,2.6,9.5,7.67
152,716,371,5.2,15,2,103.3,3.2,31,253,266,12.64911064,446,13,1.4,6.4,8.15
329,121,863,0.8,0,8,101,2.3,3.1,101.4,8,13.326665,30,3,1.41,7.4,7.91
26,2438,342,3.3,5,8,111.1,1.3,17.3,274,520,-14.91576347,748,14,1.25,10.8,8.45
488,384,1108,1.6,1,6,100.2,2,52,67.1,9,14.05311354,75,14,5.55,8.7,7.89
11,1376,607,9.6,4,8,100.3,18.7,703,56.6,93,-15.39090641,316,413,470,12.6,7.81
2,2001,663,1.1,1,8,117.8,4.3,41,160,52,15.09966887,111,13,1.75,11.4,8.67
30,122,237,15.3,3,2,94.8,8.8,1106,117.8,56,15.39090641,223,27,13.7,12.6,7.79
320,1040,820,9.6,6,8,99.3,10.4,3076,64.6,213,-14.29125607,607,198,99.8,9.2,7.7
10,307,151,9.9,24,3,101.1,9.3,1430,116,308,-15.54509569,588,77,11.6,13.5,7.63
15,2371,732,6.3,5,8,99.9,15.3,538,105,162,14.91576347,538,453,179,10.8,8.31
21,809,231,5.9,5,6,95.2,6.1,295,144,78,-15.44830088,203,26,7.85,12.9,7.62
91,546,159,12.7,26,4,87.9,15.6,341,119.2,416,15.44830088,686,64,14,12.9,7.01
10,12429,383,7.9,15,7,92.3,27.1,249,159,656,-15.3274264,883,76,6.95,12.3,7.47
15,6309,736,9.8,2,8,100,4.1,74,64.8,125,13.79275172,229,20,7.29,8.2,7.47
349,3305,655,0.3,1,7,101.1,1.2,1,118,1,15.42984122,63,4,0.25,12.8,7.86
10,305,248,3.5,17,8,103.9,1.2,35,188,440,15.23318745,559,8,1.2,11.9,7.63
171,642,774,15.8,3,8,100.2,3.2,10,34.6,24,13.13506757,125,17,6.48,7.1,7.15
10,1127,202,4.1,6,6,94.1,44.5,187,105.5,1065,-15.37042615,1208,86,4.08,12.5,7.33
20,3827,485,14.2,9,8,98.3,4.3,86,52.7,198,14.29125607,327,19,8.42,9.2,7.1
205,509,528,2.5,3,1,101.4,21.1,20,74.6,119,-14.38054241,191,36,2.35,9.4,7.75
185,1144,599,1.5,3,0,100.6,26.8,31,90.2,1036,-14.77836256,1130,43,1.95,10.4,7.59
363,786,1005,2.5,1,8,99.9,14.9,22.6,72.1,54,13.79275172,116,26,6.11,8.2,7.41
91,16548,902,1,3,8,97.8,1.1,14.6,75.6,47,13.6821051,101,6,1.21,8,7.67
15,270,107,12.6,5,8,94.8,16.3,63,192,290,15.18189712,586,66,9.64,11.7,7.6
80,304,413,5.4,5,0,97.1,9.4,73,52.7,318,-14.42393844,421,28,3.27,9.5,7.19
320,414,455,0.6,0,6,99.5,2,2,502,1,15.44830088,90,8,0.69,12.9,7.89
131,2139,553,11.1,16,8,98.3,12.3,1334,82.8,440,-14.33631752,989,121,61.7,9.3,7.57
10,82,228,22.9,16,8,90.3,17.4,158,235,245,-15.23318745,740,74,7.8,11.9,7.42
305,4453,973,0.3,1,3,102.9,1.5,0,68,35,14.81384488,61,2,0.35,10.5,7.98
213,258,701,3,2,8,96.2,0.7,2,40.5,6,-14.54922678,76,3,0.51,9.8,7.27
10,2822,201,8.6,21,1,91.6,16.3,295,117.6,839,15.09966887,1086,130,9.95,11.4,7.25
6,914,374,5.8,71,1,83,65.7,20,330,459,-15.59647396,685,99,6.04,13.9,7.3
305,4302,1043,0.3,16,2,99,3.5,7.4,68.7,28,14.05311354,90,9,0.66,8.7,7.77
3,2818,482,2.7,10,1,100,26.8,24.3,90.7,554,15.07083276,644,46,2.35,11.3,7.01
15,8431,486,4.3,24,2,94.7,31.7,488,168,452,-15.44830088,682,75,3.67,12.9,7.41
14,8098,665,9.6,6,8,101.7,4,172.5,100.3,439,12.79374847,620,19,5.27,6.6,7.52
320,1079,1200,0.7,0,1,100.3,0.9,2,116.6,23,9.230384609,48,4,1.88,3,7.87
5,2150,449,8.4,29,8,96.7,21.1,727,174,3349,12.93367697,3940,59,11.4,6.8,7.13
244,2387,1034,1,0,0,100.4,1.9,156.5,71.2,112,11.29955751,143,7,4.83,4.8,7.72
10,605,339,6.8,4,8,96.3,8.2,325.5,99,326,13.00192294,417,17,1.4,6.9,7.19
15,5139,470,9.3,34,4,97.7,15.4,816,120.2,1688,-13.13506757,2043,66,15.3,7.1,7.19
200,87,576,3.5,2,7,101.9,4.3,2,68.8,50,-12.10330533,93,8,0.44,5.7,7.53
220,1139,694,3.3,3,7,95.7,2.6,68.3,61.7,704,12.72202814,794,5,0.97,6.5,7.09
259,787,787,2.1,8,8,95.2,6.5,122.3,55.5,313,13.326665,398,21,5.18,7.4,7.14
442,1060,976,2.2,1,2,105.7,1.1,8.5,71.4,50,-12.34503949,113,8,3.18,6,8.12
17,2368,322,8.4,32,7,97.8,23.2,517.2,208,662,-13.326665,991,66,14.3,7.4,7.62
60,2525,648,3.3,2,0,103,3.6,66.3,96.6,351,-12.42296261,470,25,13.4,6.1,7.82
85,640,351,5.5,10,5,104.1,12.2,248.1,171,666,-13.95170241,848,34,3.19,8.5,7.65
9,20582,790,4.2,9,8,98.7,6.6,435.2,87.7,454,-13.56760849,618,28,5.37,7.8,7.63
76,3076,854,0.8,4,0,102.8,3.6,51.2,73.2,189,-13.56760849,234,32,23.2,7.8,7.68
268,78,829,2.6,1,7,103.1,2.2,2,56.8,35,12.49959999,73,6,0.28,6.2,7.58
238,458,1020,3.3,7,8,97.9,0.9,11,48.3,137,-11.76137747,277,7,1.23,5.3,7.51
180,406,627,1.9,2,4,98.7,5.6,41,94.5,1079,12.01998336,1212,11,0.66,5.6,7.66
320,2423,690,9.4,4,4,98.1,6.5,41,65.2,60,-10.24109369,249,33,9.38,3.8,7.46
4,2373,542,1.4,4,4,96.8,3.6,86,83.2,446,13.26386068,555,6,6.73,7.3,7.54
220,151,672,18.1,5,6,98,3,228,30.2,1,9.757048736,266,27,13,3.4,6.89
5,11909,956,0.5,0,1,106.9,0.5,21.8,63.2,23,-13.62534403,60,3,6.85,7.9,7.28
250,9741,1047,0.3,0,1,99.7,1.6,0,60.6,7,-13.56760849,38,3,1.52,7.8,7.82
198,896,695,1.5,1,1,106.3,3.9,5.1,87.2,4,-13.6821051,95,10,3.01,8,7.86
20,4716,605,11.9,4,6,101,5.5,63,75.3,49,11.48912529,306,37,10.3,5,7.48
376,166,1049,5.1,0,8,101.1,3.7,6.3,66,35,-12.34503949,99,24,19.2,6,7.78
15,1114,257,13.1,130,6,99.7,49.2,12996.5,70.5,345,14.1509717,2134,720,56.8,8.9,7.26
