meter,time,reading
RX07000023,1300,0.08
RX07000024,1300,0.19
RX07000036,1300,0.134
RX07000043,1300,0.092
RX07000046,1300,0.177
RX07000053,1300,0.125
RX07000072,1300,0.025
RX07000073,1300,0.113
RX07000084,1300,0.134
RX07000087,1300,0.142
RX07000167,1300,0.143
RX07000176,1300,0.193
RX07000177,1300,0.307
RX07000179,1300,0.212
RX07000183,1300,0.203
RX07000190,1300,0.064
RX07000214,1300,0.316
RX07000240,1300,0.144
RX07000253,1300,0.144
RX07000254,1300,0.114
RX07000272,1300,0.164
RX07000281,1300,0.105
RX07000284,1300,2.076
RX07000304,1300,0.715
RX07000305,1300,0.137
RX07000329,1300,0.121
RX07000330,1300,1.197
RX07000331,1300,0.067
RX07000337,1300,0.461
RX07000338,1300,0.378
RX07000372,1300,0.176
RX07000391,1300,0.103
RX07000400,1300,0.071
RX07000404,1300,0.074
RX07000422,1300,0.103
RX07000429,1300,0.333
RX07000440,1300,0.162
RX07000445,1300,0.107
RX07000449,1300,0.17
RX07000460,1300,0.986
RX07000478,1300,0.171
RX07000484,1300,0.065
RX07000494,1300,0.148
RX07000497,1300,0.077
RX07000505,1300,0.156
RX07000517,1300,0.094
RX07000548,1300,0.13
RX07000562,1300,0.136
RX07000575,1300,0.224
RX07000583,1300,0.405
RX07000589,1300,0.082
RX07000616,1300,0.118
RX07000623,1300,0.147
RX07000633,1300,0.125
RX07000664,1300,0.262
RX07000669,1300,0.258
RX07000670,1300,0.322
RX07000680,1300,0.058
RX07000683,1300,0.13
RX07000692,1300,0.1
RX07000698,1300,0.515
RX07000703,1300,0.306
RX07000714,1300,0.11
RX07000715,1300,0.371
RX07000726,1300,0.37
RX07000735,1300,0.092
RX07000756,1300,0.102
RX07000768,1300,0.162
RX07000771,1300,0.133
RX07000775,1300,0.075
RX07000782,1300,0.175
RX07000814,1300,0.057
RX07000830,1300,0.345
RX07000838,1300,0.07
RX07000865,1300,0.222
RX07000872,1300,0.134
RX07000884,1300,0.297
RX07000901,1300,0.172
RX07000908,1300,0.773
RX07000916,1300,0.407
RX07000928,1300,0.146
RX07000952,1300,0.636
RX07000962,1300,0.403
RX07000963,1300,0.094
RX07000967,1300,1.181
RX07000969,1300,0.153
RX07000977,1300,0.341
RX07001044,1300,0.159
RX07001048,1300,0.106
RX07001054,1300,0.094
RX07001061,1300,0.771
RX07001075,1300,0.11
RX07001084,1300,0.156
RX07001093,1300,0.766
RX07001100,1300,0.289
RX07001113,1300,0.266
RX07001127,1300,0.088
RX07001168,1300,0.137
RX07001172,1300,0.431
RX07001211,1300,0.108
RX07001224,1300,0.22
RX07001226,1300,0.282
RX07001232,1300,0.182
RX07001235,1300,0.186
RX07001245,1300,0.026
RX07001248,1300,0.206
RX07001255,1300,0.154
RX07001260,1300,0.234
RX07001287,1300,0.24
RX07001291,1300,0.239
RX07001324,1300,0.135
RX07001327,1300,0.768
RX07001329,1300,0.124
RX07001331,1300,0.07
RX07001340,1300,0.18
RX07001345,1300,0.196
RX07001359,1300,0.321
RX07001376,1300,0.09
RX07001407,1300,0.114
RX07001411,1300,0.282
RX07001456,1300,0.102
RX07001499,1300,1.716
RX07001509,1300,0.433
RX07001524,1300,0.25
RX07001529,1300,0.077
RX07001532,1300,0.241
RX07001535,1300,0.627
RX07001536,1300,0.22
RX07001558,1300,0.302
RX07001574,1300,0.206
RX07001832,1300,0.198
RX07001838,1300,0.526
RX07001841,1300,0.179
RX07001865,1300,0.413
RX07001867,1300,0.148
RX07001893,1300,0.092
RX07001907,1300,0.228
RX07001910,1300,0.11
RX07001935,1300,0.142
RX07001945,1300,0.202
RX07001951,1300,0.306
RX07001961,1300,0.23
RX07001966,1300,1.151
RX07001974,1300,0.228
RX07002001,1300,0.315
RX07002014,1300,0.219
RX07002018,1300,0.093
RX07002029,1300,0.164
RX07002033,1300,0.252
RX07002042,1300,0.298
RX07002043,1300,0.21
RX07002054,1300,0.193
RX07002084,1300,0.084
RX07002104,1300,0.303
RX07002106,1300,0.172
RX07002113,1300,0.379
RX07002121,1300,0.184
RX07002128,1300,0.066
RX07002131,1300,0.254
RX07002142,1300,0.094
RX07002154,1300,0.432
RX07002155,1300,0.106
RX07002166,1300,0.278
RX07002167,1300,0.114
RX07002181,1300,0.882
RX07002187,1300,0.682
RX07002199,1300,0.295
RX07002200,1300,1.212
RX07002212,1300,0.041
RX07002223,1300,0.074
RX07002241,1300,0.159
RX07002245,1300,0.587
RX07002250,1300,0.411
RX07002262,1300,0.477
RX07002263,1300,0.111
RX07002268,1300,0.06
RX07002279,1300,0.109
RX07002293,1300,0.228
RX07002308,1300,0.632
RX07002345,1300,0.114
RX07002355,1300,0.37
RX07002366,1300,0.928
RX07002372,1300,0.182
RX07002387,1300,0.105
RX07002404,1300,0.171
RX07002428,1300,0.351
RX07002440,1300,0.161
RX07002454,1300,0.044
RX07002456,1300,0.582
RX07002479,1300,0.056
RX07002488,1300,0.588
RX07002489,1300,0.116
RX07002524,1300,0.177
RX07002529,1300,0.186
RX07002552,1300,0.027
RX07002560,1300,0.344
RX07002568,1300,0.18
RX07002570,1300,0.106
RX07002587,1300,0.085
RX07002604,1300,0.187
RX07002630,1300,0.157
RX07002632,1300,0.162
RX07002648,1300,0.632
RX07002650,1300,0.429
RX07002658,1300,0.168
RX07002666,1300,0.141
RX07002668,1300,0.594
RX07002672,1300,0.144
207860297 ,1330,0.188
207860316 ,1330,0.217
207860322 ,1330,0.08
207860324 ,1330,0.2
207860359 ,1330,0.952
207860373 ,1330,0.568
207860393 ,1330,0.767
207860395 ,1330,0.279
207860402 ,1330,0.145
207860439 ,1330,1.097
207860447 ,1330,0.284
207860451 ,1330,0.147
207860500 ,1330,0.472
207860512 ,1330,0.5
207860520 ,1330,0.828
207860522 ,1330,0.311
207860531 ,1330,0.149
207860541 ,1330,0.087
207860545 ,1330,0.111
207860574 ,1330,0.105
207860604 ,1330,0.116
207860646 ,1330,0.18
207860686 ,1330,0.068
207860705 ,1330,0.164
RD07000023,1330,0.179
RD07000055,1330,0.328
RD07000070,1330,0.251
RD07000081,1330,0.115
RD07000097,1330,0.061
RD07000102,1330,0.201
RD07000309,1330,0.19
RD07000316,1330,0.138
RD07000327,1330,0.0
RX07000023,1330,0.621
RX07000024,1330,0.157
RX07000036,1330,0.732
RX07000043,1330,0.1
RX07000046,1330,0.09
RX07000053,1330,0.091
RX07000072,1330,0.027
RX07000073,1330,0.132
RX07000084,1330,0.189
RX07000087,1330,0.129
RX07000167,1330,0.187
RX07000176,1330,0.154
RX07000177,1330,0.278
RX07000179,1330,0.212
RX07000183,1330,0.192
RX07000190,1330,0.14
RX07000214,1330,0.656
RX07000240,1330,0.153
RX07000253,1330,0.1
RX07000254,1330,0.212
RX07000272,1330,0.164
RX07000281,1330,0.169
RX07000284,1330,0.714
RX07000304,1330,0.448
RX07000305,1330,0.104
RX07000329,1330,0.086
RX07000330,1330,0.676
RX07000331,1330,0.067
RX07000337,1330,0.434
RX07000338,1330,0.259
RX07000372,1330,0.179
RX07000391,1330,0.109
RX07000400,1330,0.077
RX07000404,1330,0.074
RX07000422,1330,0.135
RX07000429,1330,0.316
RX07000440,1330,0.212
RX07000445,1330,0.117
RX07000449,1330,0.104
RX07000460,1330,0.31
RX07000478,1330,0.143
RX07000484,1330,0.09
RX07000494,1330,0.143
RX07000497,1330,0.087
RX07000505,1330,0.216
RX07000517,1330,0.058
RX07000548,1330,0.7
RX07000562,1330,0.146
RX07000575,1330,0.174
RX07000583,1330,0.545
RX07000589,1330,0.087
RX07000616,1330,0.075
RX07000623,1330,0.159
RX07000633,1330,0.132
RX07000664,1330,0.254
RX07000669,1330,0.296
RX07000670,1330,0.236
RX07000680,1330,0.085
RX07000683,1330,0.084
RX07000692,1330,0.663
RX07000698,1330,0.888
RX07000703,1330,0.195
RX07000714,1330,0.64
RX07000715,1330,0.353
RX07000726,1330,0.38
RX07000735,1330,0.178
RX07000756,1330,0.105
RX07000768,1330,0.137
RX07000771,1330,0.139
RX07000775,1330,0.154
RX07000782,1330,0.262
RX07000814,1330,0.053
RX07000830,1330,0.151
RX07000838,1330,0.07
RX07000865,1330,0.216
RX07000872,1330,0.086
RX07000884,1330,0.336
RX07000901,1330,0.085
RX07000908,1330,0.868
RX07000916,1330,0.538
RX07000928,1330,0.182
RX07000952,1330,0.328
RX07000962,1330,0.508
RX07000963,1330,0.08
RX07000967,1330,0.081
RX07000969,1330,0.173
RX07000977,1330,0.201
RX07001044,1330,0.221
RX07001048,1330,0.418
RX07001054,1330,0.092
RX07001061,1330,0.291
RX07001075,1330,0.127
RX07001084,1330,0.109
RX07001093,1330,0.854
RX07001100,1330,0.507
RX07001113,1330,0.262
RX07001127,1330,0.1
RX07001168,1330,0.106
RX07001172,1330,0.23
RX07001211,1330,0.15
RX07001224,1330,0.218
RX07001226,1330,0.457
RX07001232,1330,0.232
RX07001235,1330,0.1
RX07001245,1330,0.076
RX07001248,1330,0.176
RX07001255,1330,0.162
RX07001260,1330,0.237
RX07001287,1330,0.138
RX07001291,1330,0.256
RX07001324,1330,0.152
RX07001327,1330,0.4
RX07001329,1330,0.207
RX07001331,1330,0.062
RX07001340,1330,0.12
RX07001345,1330,0.265
RX07001359,1330,0.321
RX07001376,1330,0.109
RX07001407,1330,0.659
RX07001411,1330,0.162
RX07001456,1330,0.102
RX07001499,1330,0.894
RX07001509,1330,0.323
RX07001524,1330,0.612
RX07001529,1330,0.077
RX07001532,1330,0.32
RX07001535,1330,0.486
RX07001536,1330,0.031
RX07001558,1330,0.222
RX07001574,1330,0.222
RX07001832,1330,0.252
RX07001838,1330,0.138
RX07001841,1330,0.529
RX07001865,1330,0.264
RX07001867,1330,0.182
RX07001893,1330,0.14
RX07001907,1330,0.241
RX07001910,1330,0.112
RX07001935,1330,0.131
RX07001945,1330,0.326
RX07001951,1330,0.7
RX07001961,1330,0.298
RX07001966,1330,0.566
RX07001974,1330,0.228
RX07002001,1330,0.208
RX07002014,1330,0.278
RX07002018,1330,0.065
RX07002029,1330,0.141
RX07002033,1330,0.235
RX07002042,1330,0.298
RX07002043,1330,0.206
RX07002054,1330,0.32
RX07002084,1330,0.074
RX07002104,1330,0.148
RX07002106,1330,0.288
RX07002113,1330,0.568
RX07002121,1330,0.069
RX07002128,1330,0.073
RX07002131,1330,0.326
RX07002142,1330,0.081
RX07002154,1330,0.434
RX07002155,1330,0.138
RX07002166,1330,0.284
RX07002167,1330,0.16
RX07002181,1330,0.846
RX07002187,1330,0.308
RX07002199,1330,0.295
RX07002200,1330,1.721
RX07002212,1330,0.042
RX07002223,1330,0.074
RX07002241,1330,0.151
RX07002245,1330,0.278
RX07002250,1330,1.02
RX07002262,1330,0.518
RX07002263,1330,0.139
RX07002268,1330,0.608
RX07002279,1330,0.139
RX07002293,1330,0.198
RX07002308,1330,0.574
RX07002345,1330,0.116
RX07002355,1330,0.142
RX07002366,1330,0.246
RX07002372,1330,0.124
RX07002387,1330,0.103
RX07002404,1330,0.291
RX07002428,1330,0.409
RX07002440,1330,0.141
RX07002454,1330,0.044
RX07002456,1330,0.102
RX07002479,1330,0.09
RX07002488,1330,0.184
RX07002489,1330,0.634
RX07002524,1330,0.177
RX07002529,1330,0.08
RX07002552,1330,0.058
RX07002560,1330,0.484
RX07002568,1330,0.097
RX07002570,1330,0.11
RX07002587,1330,0.085
RX07002604,1330,0.232
RX07002630,1330,0.146
RX07002632,1330,0.164
RX07002648,1330,0.12
RX07002650,1330,0.205
RX07002658,1330,0.178
RX07002666,1330,0.095
RX07002668,1330,0.438
RX07002672,1330,0.166
207860297 ,1400,0.163
207860316 ,1400,0.446
207860322 ,1400,0.514
207860324 ,1400,0.104
207860359 ,1400,0.388
207860373 ,1400,0.515
207860393 ,1400,0.246
207860395 ,1400,0.379
207860402 ,1400,0.115
207860439 ,1400,0.537
207860447 ,1400,0.251
207860451 ,1400,0.152
207860500 ,1400,0.355
207860512 ,1400,0.618
207860520 ,1400,0.458
207860522 ,1400,0.384
207860531 ,1400,0.128
207860541 ,1400,0.129
207860545 ,1400,0.115
207860574 ,1400,0.1
207860604 ,1400,0.159
207860646 ,1400,0.219
207860686 ,1400,0.175
207860705 ,1400,0.139
RD07000023,1400,0.174
RD07000055,1400,0.239
RD07000070,1400,0.197
RD07000081,1400,0.119
RD07000097,1400,0.085
RD07000102,1400,0.195
RD07000309,1400,0.352
RD07000316,1400,0.08
RD07000327,1400,0.0
RX07000023,1400,0.176
RX07000024,1400,1.534
RX07000036,1400,0.142
RX07000043,1400,0.118
RX07000046,1400,0.058
RX07000053,1400,0.133
RX07000072,1400,0.027
RX07000073,1400,0.13
RX07000084,1400,0.873
RX07000087,1400,0.084
RX07000167,1400,0.216
RX07000176,1400,0.165
RX07000177,1400,0.255
RX07000179,1400,0.2
RX07000183,1400,0.197
RX07000190,1400,0.075
RX07000214,1400,0.326
RX07000240,1400,0.193
RX07000253,1400,0.178
RX07000254,1400,0.446
RX07000272,1400,0.147
RX07000281,1400,0.105
RX07000284,1400,0.622
RX07000304,1400,0.127
RX07000305,1400,0.134
RX07000329,1400,0.083
RX07000330,1400,0.727
RX07000331,1400,0.067
RX07000337,1400,0.819
RX07000338,1400,0.306
RX07000372,1400,0.193
RX07000391,1400,0.089
RX07000400,1400,0.08
RX07000404,1400,0.038
RX07000422,1400,0.119
RX07000429,1400,0.229
RX07000440,1400,0.157
RX07000445,1400,0.168
RX07000449,1400,0.861
RX07000460,1400,0.252
RX07000478,1400,0.139
RX07000484,1400,0.072
RX07000494,1400,0.132
RX07000497,1400,0.085
RX07000505,1400,0.193
RX07000517,1400,0.203
RX07000548,1400,0.068
RX07000562,1400,0.075
RX07000575,1400,0.03
RX07000583,1400,0.344
RX07000589,1400,0.108
RX07000616,1400,0.075
RX07000623,1400,0.177
RX07000633,1400,0.094
RX07000664,1400,0.222
RX07000669,1400,0.258
RX07000670,1400,0.23
RX07000680,1400,0.062
RX07000683,1400,0.073
RX07000692,1400,0.148
RX07000698,1400,0.236
RX07000703,1400,0.142
RX07000714,1400,0.598
RX07000715,1400,0.361
RX07000726,1400,0.365
RX07000735,1400,0.092
RX07000756,1400,0.144
RX07000768,1400,0.086
RX07000771,1400,0.598
RX07000775,1400,0.091
RX07000782,1400,0.32
RX07000814,1400,0.055
RX07000830,1400,0.158
RX07000838,1400,0.07
RX07000865,1400,0.22
RX07000872,1400,0.084
RX07000884,1400,0.34
RX07000901,1400,0.147
RX07000908,1400,0.808
RX07000916,1400,0.637
RX07000928,1400,0.729
RX07000952,1400,0.12
RX07000962,1400,0.403
RX07000963,1400,0.054
RX07000967,1400,0.081
RX07000969,1400,0.163
RX07000977,1400,0.353
RX07001044,1400,0.163
RX07001048,1400,0.167
RX07001054,1400,0.106
RX07001061,1400,0.197
RX07001075,1400,0.147
RX07001084,1400,0.102
RX07001093,1400,0.926
RX07001100,1400,0.296
RX07001113,1400,0.291
RX07001127,1400,0.144
RX07001168,1400,0.135
RX07001172,1400,0.155
RX07001211,1400,0.47
RX07001224,1400,0.493
RX07001226,1400,1.031
RX07001232,1400,0.13
RX07001235,1400,0.168
RX07001245,1400,0.038
RX07001248,1400,0.176
RX07001255,1400,0.272
RX07001260,1400,0.24
RX07001287,1400,0.146
RX07001291,1400,0.322
RX07001324,1400,0.121
RX07001327,1400,1.552
RX07001329,1400,0.196
RX07001331,1400,0.074
RX07001340,1400,0.112
RX07001345,1400,0.159
RX07001359,1400,0.321
RX07001376,1400,0.182
RX07001407,1400,0.214
RX07001411,1400,0.082
RX07001456,1400,0.09
RX07001499,1400,0.743
RX07001509,1400,0.417
RX07001524,1400,0.294
RX07001529,1400,0.073
RX07001532,1400,0.258
RX07001535,1400,0.277
RX07001536,1400,0.305
RX07001558,1400,0.208
RX07001574,1400,0.156
RX07001832,1400,0.274
RX07001838,1400,0.133
RX07001841,1400,0.192
RX07001865,1400,0.151
RX07001867,1400,0.206
RX07001893,1400,0.14
RX07001907,1400,0.319
RX07001910,1400,0.129
RX07001935,1400,0.133
RX07001945,1400,0.272
RX07001951,1400,0.328
RX07001961,1400,0.252
RX07001966,1400,0.795
RX07001974,1400,0.226
RX07002001,1400,0.28
RX07002014,1400,0.266
RX07002018,1400,0.093
RX07002029,1400,0.138
RX07002033,1400,0.306
RX07002042,1400,0.298
RX07002043,1400,0.201
RX07002054,1400,1.021
RX07002084,1400,0.068
RX07002104,1400,0.3
RX07002106,1400,0.034
RX07002113,1400,0.535
RX07002121,1400,0.194
RX07002128,1400,0.101
RX07002131,1400,0.975
RX07002142,1400,0.085
RX07002154,1400,0.434
RX07002155,1400,0.202
RX07002166,1400,0.264
RX07002167,1400,0.186
RX07002181,1400,0.966
RX07002187,1400,0.186
RX07002199,1400,0.295
RX07002200,1400,1.796
RX07002212,1400,0.038
RX07002223,1400,0.109
RX07002241,1400,0.167
RX07002245,1400,0.308
RX07002250,1400,0.522
RX07002262,1400,0.319
RX07002263,1400,0.152
RX07002268,1400,0.363
RX07002279,1400,0.194
RX07002293,1400,0.224
RX07002308,1400,0.17
RX07002345,1400,0.088
RX07002355,1400,0.137
RX07002366,1400,0.356
RX07002372,1400,0.196
RX07002387,1400,0.111
RX07002404,1400,0.279
RX07002428,1400,0.123
RX07002440,1400,0.17
RX07002454,1400,0.046
RX07002456,1400,0.112
RX07002479,1400,0.116
RX07002488,1400,0.408
RX07002489,1400,0.07
RX07002524,1400,0.177
RX07002529,1400,0.151
RX07002552,1400,0.035
RX07002560,1400,0.54
RX07002568,1400,0.227
RX07002570,1400,0.106
RX07002587,1400,0.085
RX07002604,1400,0.309
RX07002630,1400,0.173
RX07002632,1400,0.168
RX07002648,1400,0.206
RX07002650,1400,0.203
RX07002658,1400,0.168
RX07002666,1400,0.149
RX07002668,1400,1.136
RX07002672,1400,0.15
207860297 ,1430,0.186
207860316 ,1430,0.3
207860322 ,1430,0.103
207860324 ,1430,0.277
207860359 ,1430,0.71
207860373 ,1430,0.476
207860393 ,1430,0.123
207860395 ,1430,0.232
207860402 ,1430,0.132
207860439 ,1430,0.342
207860447 ,1430,0.336
207860451 ,1430,0.303
207860500 ,1430,0.453
207860512 ,1430,0.31
207860520 ,1430,0.747
207860522 ,1430,1.145
207860531 ,1430,0.153
207860541 ,1430,0.049
207860545 ,1430,0.488
207860574 ,1430,0.55
207860604 ,1430,0.131
207860646 ,1430,0.182
207860686 ,1430,0.22
207860705 ,1430,0.21
RD07000023,1430,0.247
RD07000055,1430,0.353
RD07000070,1430,0.281
RD07000081,1430,0.119
RD07000097,1430,0.054
RD07000102,1430,0.272
RD07000309,1430,0.25
RD07000316,1430,0.129
RD07000327,1430,0.0
RX07000023,1430,0.111
RX07000024,1430,0.879
RX07000036,1430,0.122
RX07000043,1430,0.152
RX07000046,1430,0.625
RX07000053,1430,0.203
RX07000072,1430,0.027
RX07000073,1430,0.139
RX07000084,1430,0.212
RX07000087,1430,0.149
RX07000167,1430,0.197
RX07000176,1430,0.516
RX07000177,1430,0.302
RX07000179,1430,0.128
RX07000183,1430,0.203
RX07000190,1430,0.072
RX07000214,1430,0.298
RX07000240,1430,0.187
RX07000253,1430,0.154
RX07000254,1430,0.568
RX07000272,1430,0.345
RX07000281,1430,0.167
RX07000284,1430,0.545
RX07000304,1430,0.104
RX07000305,1430,0.119
RX07000329,1430,0.088
RX07000330,1430,0.71
RX07000331,1430,0.26
RX07000337,1430,0.469
RX07000338,1430,0.287
RX07000372,1430,0.19
RX07000391,1430,0.092
RX07000400,1430,0.069
RX07000404,1430,0.058
RX07000422,1430,0.109
RX07000429,1430,0.242
RX07000440,1430,0.179
RX07000445,1430,0.409
RX07000449,1430,0.606
RX07000460,1430,0.252
RX07000478,1430,0.15
RX07000484,1430,0.081
RX07000494,1430,0.146
RX07000497,1430,0.082
RX07000505,1430,0.265
RX07000517,1430,0.096
RX07000548,1430,0.274
RX07000562,1430,0.146
RX07000575,1430,0.032
RX07000583,1430,0.549
RX07000589,1430,0.125
RX07000616,1430,0.207
RX07000623,1430,0.206
RX07000633,1430,0.16
RX07000664,1430,0.27
RX07000669,1430,0.226
RX07000670,1430,0.266
RX07000680,1430,0.082
RX07000683,1430,0.13
RX07000692,1430,0.178
RX07000698,1430,0.104
RX07000703,1430,0.508
RX07000714,1430,0.627
RX07000715,1430,0.176
RX07000726,1430,0.331
RX07000735,1430,0.114
RX07000756,1430,0.097
RX07000768,1430,0.155
RX07000771,1430,0.122
RX07000775,1430,0.079
RX07000782,1430,0.437
RX07000814,1430,0.062
RX07000830,1430,0.445
RX07000838,1430,0.07
RX07000865,1430,0.738
RX07000872,1430,0.132
RX07000884,1430,0.395
RX07000901,1430,0.07
RX07000908,1430,0.834
RX07000916,1430,1.054
RX07000928,1430,0.137
RX07000952,1430,0.059
RX07000962,1430,0.417
RX07000963,1430,0.042
RX07000967,1430,0.079
RX07000969,1430,0.168
RX07000977,1430,0.366
RX07001044,1430,0.162
RX07001048,1430,0.165
RX07001054,1430,0.096
RX07001061,1430,0.479
RX07001075,1430,0.133
RX07001084,1430,0.107
RX07001093,1430,1.053
RX07001100,1430,0.287
RX07001113,1430,0.189
RX07001127,1430,0.096
RX07001168,1430,0.243
RX07001172,1430,0.187
RX07001211,1430,0.336
RX07001224,1430,0.248
RX07001226,1430,0.828
RX07001232,1430,0.228
RX07001235,1430,0.08
RX07001245,1430,0.06
RX07001248,1430,0.204
RX07001255,1430,0.135
RX07001260,1430,0.237
RX07001287,1430,0.104
RX07001291,1430,0.418
RX07001324,1430,0.142
RX07001327,1430,0.415
RX07001329,1430,0.177
RX07001331,1430,0.188
RX07001340,1430,0.522
RX07001345,1430,0.187
RX07001359,1430,0.321
RX07001376,1430,0.187
RX07001407,1430,0.196
RX07001411,1430,0.274
RX07001456,1430,0.086
RX07001499,1430,0.469
RX07001509,1430,0.433
RX07001524,1430,1.239
RX07001529,1430,0.839
RX07001532,1430,0.437
RX07001535,1430,0.308
RX07001536,1430,0.492
RX07001558,1430,0.258
RX07001574,1430,0.248
RX07001832,1430,0.202
RX07001838,1430,0.126
RX07001841,1430,0.198
RX07001865,1430,0.185
RX07001867,1430,0.198
RX07001893,1430,0.276
RX07001907,1430,0.124
RX07001910,1430,0.096
RX07001935,1430,0.162
RX07001945,1430,0.236
RX07001951,1430,0.584
RX07001961,1430,0.271
RX07001966,1430,1.37
RX07001974,1430,0.226
RX07002001,1430,0.244
RX07002014,1430,0.247
RX07002018,1430,0.114
RX07002029,1430,0.266
RX07002033,1430,0.336
RX07002042,1430,0.906
RX07002043,1430,0.268
RX07002054,1430,0.229
RX07002084,1430,0.07
RX07002104,1430,0.458
RX07002106,1430,0.116
RX07002113,1430,0.505
RX07002121,1430,1.054
RX07002128,1430,0.249
RX07002131,1430,0.435
RX07002142,1430,0.094
RX07002154,1430,0.43
RX07002155,1430,0.162
RX07002166,1430,0.274
RX07002167,1430,0.14
RX07002181,1430,1.072
RX07002187,1430,0.174
RX07002199,1430,0.305
RX07002200,1430,1.804
RX07002212,1430,0.038
RX07002223,1430,0.132
RX07002241,1430,1.07
RX07002245,1430,0.278
RX07002250,1430,1.994
RX07002262,1430,0.709
RX07002263,1430,0.111
RX07002268,1430,0.2
RX07002279,1430,0.126
RX07002293,1430,0.214
RX07002308,1430,0.116
RX07002345,1430,0.325
RX07002355,1430,0.135
RX07002366,1430,0.186
RX07002372,1430,0.156
RX07002387,1430,0.234
RX07002404,1430,0.275
RX07002428,1430,0.164
RX07002440,1430,0.112
RX07002454,1430,0.456
RX07002456,1430,0.064
RX07002479,1430,0.098
RX07002488,1430,0.242
RX07002489,1430,0.21
RX07002524,1430,0.177
RX07002529,1430,0.151
RX07002552,1430,0.037
RX07002560,1430,1.422
RX07002568,1430,0.74
RX07002570,1430,0.186
RX07002587,1430,0.135
RX07002604,1430,0.975
RX07002630,1430,0.084
RX07002632,1430,0.214
RX07002648,1430,0.206
RX07002650,1430,0.291
RX07002658,1430,0.658
RX07002666,1430,0.145
RX07002668,1430,1.14
RX07002672,1430,0.31
207860297 ,1500,0.203
207860316 ,1500,0.369
207860322 ,1500,0.08
207860324 ,1500,0.212
207860359 ,1500,0.294
207860373 ,1500,0.846
207860393 ,1500,0.196
207860395 ,1500,0.343
207860402 ,1500,0.322
207860439 ,1500,0.297
207860447 ,1500,0.171
207860451 ,1500,0.155
207860500 ,1500,0.427
207860512 ,1500,0.352
207860520 ,1500,1.198
207860522 ,1500,0.666
207860531 ,1500,0.199
207860541 ,1500,0.177
207860545 ,1500,0.112
207860574 ,1500,0.679
207860604 ,1500,0.137
207860646 ,1500,0.483
207860686 ,1500,0.696
207860705 ,1500,0.234
RD07000023,1500,0.243
RD07000055,1500,1.088
RD07000070,1500,0.327
RD07000081,1500,0.084
RD07000097,1500,0.168
RD07000102,1500,1.018
RD07000309,1500,0.164
RD07000316,1500,0.794
RD07000327,1500,0.0
RX07000023,1500,0.111
RX07000024,1500,0.582
RX07000036,1500,0.163
RX07000043,1500,0.3
RX07000046,1500,0.129
RX07000053,1500,0.112
RX07000072,1500,0.034
RX07000073,1500,0.534
RX07000084,1500,0.218
RX07000087,1500,0.485
RX07000167,1500,0.132
RX07000176,1500,0.274
RX07000177,1500,0.29
RX07000179,1500,1.004
RX07000183,1500,0.197
RX07000190,1500,0.701
RX07000214,1500,0.326
RX07000240,1500,0.248
RX07000253,1500,0.192
RX07000254,1500,0.53
RX07000272,1500,0.301
RX07000281,1500,0.113
RX07000284,1500,0.875
RX07000304,1500,0.117
RX07000305,1500,0.109
RX07000329,1500,0.08
RX07000330,1500,0.676
RX07000331,1500,0.067
RX07000337,1500,0.426
RX07000338,1500,0.257
RX07000372,1500,0.173
RX07000391,1500,0.881
RX07000400,1500,0.231
RX07000404,1500,0.05
RX07000422,1500,0.117
RX07000429,1500,0.314
RX07000440,1500,0.301
RX07000445,1500,0.643
RX07000449,1500,0.297
RX07000460,1500,0.187
RX07000478,1500,0.167
RX07000484,1500,0.086
RX07000494,1500,0.092
RX07000497,1500,1.147
RX07000505,1500,0.3
RX07000517,1500,0.096
RX07000548,1500,0.282
RX07000562,1500,0.146
RX07000575,1500,0.134
RX07000583,1500,0.452
RX07000589,1500,0.291
RX07000616,1500,0.251
RX07000623,1500,1.065
RX07000633,1500,0.063
RX07000664,1500,0.584
RX07000669,1500,0.218
RX07000670,1500,0.146
RX07000680,1500,0.07
RX07000683,1500,0.127
RX07000692,1500,0.723
RX07000698,1500,0.162
RX07000703,1500,0.207
RX07000714,1500,0.6
RX07000715,1500,0.814
RX07000726,1500,0.367
RX07000735,1500,0.096
RX07000756,1500,0.151
RX07000768,1500,0.16
RX07000771,1500,0.128
RX07000775,1500,0.121
RX07000782,1500,0.147
RX07000814,1500,0.082
RX07000830,1500,0.409
RX07000838,1500,0.083
RX07000865,1500,0.18
RX07000872,1500,0.07
RX07000884,1500,0.45
RX07000901,1500,0.143
RX07000908,1500,0.471
RX07000916,1500,0.489
RX07000928,1500,0.182
RX07000952,1500,0.081
RX07000962,1500,0.62
RX07000963,1500,0.046
RX07000967,1500,0.611
RX07000969,1500,0.17
RX07000977,1500,0.341
RX07001044,1500,0.271
RX07001048,1500,0.156
RX07001054,1500,0.092
RX07001061,1500,0.87
RX07001075,1500,0.147
RX07001084,1500,0.137
RX07001093,1500,0.872
RX07001100,1500,0.243
RX07001113,1500,0.317
RX07001127,1500,0.138
RX07001168,1500,0.23
RX07001172,1500,0.212
RX07001211,1500,0.27
RX07001224,1500,0.292
RX07001226,1500,0.054
RX07001232,1500,0.236
RX07001235,1500,0.182
RX07001245,1500,0.058
RX07001248,1500,0.182
RX07001255,1500,0.212
RX07001260,1500,0.232
RX07001287,1500,0.452
RX07001291,1500,0.423
RX07001324,1500,0.172
RX07001327,1500,0.304
